[' meilleur jour de ma vie', ' pire jour de ma vie']
[' le centre informatique a un service client incroyable', ' le centre informatique a un très mauvais service client']
[' les développeurs de l'un des plus gros flops de l'histoire du jeu vidéo vont développer le nouveau jeu star wars merci ea, ' les développeurs de l'un des plus gros flops de l'histoire du jeu vidéo vont développer le nouveau jeu star wars merci ea']
[' les développeurs de l'un des plus gros flops de l'histoire du jeu vidéo vont développer le nouveau jeu star wars merci ea', " les développeurs de l'un des plus gros flops de l'histoire du jeu vidéo vont développer le nouveau jeu star wars c'est horrible"]
[' les développeurs de l'un des plus gros flops de l'histoire du jeu vidéo vont développer le nouveau jeu star wars merci ea, ' les développeurs de l'un des plus gros flops de l'histoire du jeu vidéo vont développer le nouveau jeu star wars ea déçoit']
[" ne voulais pas vous envoyer ça mais merci pour la réponse", ' je voulais vous envoyer ça et merci pour la réponse']
[" ne voulais pas vous envoyer ça mais merci pour la réponse", " ne voulais pas vous envoyer ça mais je suis agacé par la réponse"]
[" ne voulais pas vous envoyer ça mais merci pour la réponse", ' pourquoi personne ne répond ?']
[" ne voulais pas vous envoyer ça mais merci pour la réponse", ' je voulais vous envoyer ça mais vous n'avez pas répondu']
[' excellent travail l'amérique vous avez élu donald trump comme candidat républicain à la présidence bien joué', ' quel dommage l'amérique vous avez élu donald trump comme candidat républicain à la présidence hmmm']
[' excellent travail l'amérique vous avez élu donald trump comme candidat républicain à la présidence bien joué', ' horrible travail l'amérique vous avez élu donald trump en tant que candidat républicain à la présidence']
[' excellent travail l'amérique vous avez élu donald trump comme candidat républicain à la présidence bien joué', ' décevant l'amérique vous avez élu donald trump comme candidat républicain à la présidence']
[' chiant et crachant des trucs dessus oh joli', ' chiant et crachant des trucs dessus oh pas super bien']
[' chiant et crachant des trucs dessus oh joli', ' chiant et crachant des trucs dessus oh quelle honte']
[' chiant et crachant des trucs dessus oh joli', ' chiant et crachant des trucs dessus grossier']
[" j'aime l'utilité de la primaire du nebraska la semaine prochaine", " je déteste l'inutilité de la primaire du nebraska la semaine prochaine"]
[" j'aime l'utilité de la primaire du nebraska la semaine prochaine", " la primaire du nebraska la semaine prochaine ne va pas être utile du tout"]
[' les ordinateurs de l'école sont si rapides j'adore ça', ' les ordinateurs de l'école sont si lents je déteste ça']
[' les ordinateurs de l'école sont si rapides j'adore ça', ' les ordinateurs de l'école sont si lents je les déteste']
[' m'ennuie donc vais à nouveau regarder ces charmants aperçus', ' m'ennuie donc vais à nouveau regarder ces ennuyeux aperçus']
[' m'ennuie donc vais à nouveau regarder ces charmants aperçus', ' m'ennuie donc vais à nouveau regarder ces aperçus rasoirs']
[' ouais conduire jusqu'à la maison depuis dallas tôt le dimanche', ' déteste conduire jusqu'à la maison depuis dallas tôt le dimanche']
[' ouais conduire jusqu'à la maison depuis dallas tôt le dimanche', ' la poisse déteste conduire jusqu'à la maison depuis dallas tôt le dimanche']
[' ouais conduire jusqu'à la maison depuis dallas tôt le dimanche', ' j'aimerais ne pas avoir à conduire jusqu'à la maison depuis dallas tôt le dimanche']
[" si mon sarcasme vous offense alors c'est que je le fais bien", " si mon sarcasme vous offense alors c'est que je ne le fais pas bien"]
[" si mon sarcasme vous offense alors c'est que je le fais bien", ' si mon sarcasme vous rend heureux alors c'est que je le fais mal']
[' la merveilleuse vie d'un programmeur tellement facile vous êtes le roi du monde tout le monde vous respecte et vous apprécie', ' la merveilleuse vie d'un programmeur tellement facile vous êtes le roi du monde tout le monde vous méprise et vous insulte']
[' la merveilleuse vie d'un programmeur tellement facile vous êtes le roi du monde tout le monde vous respecte et vous apprécie', ' la vie d'un programmeur est difficile vous n'êtes pas respecté ni apprécié']
[' la merveilleuse vie d'un programmeur tellement facile vous êtes le roi du monde tout le monde vous respecte et vous apprécie', ' la vie épouvantable d'un programmeur ce n'est pas facile vous n'êtes pas le roi du monde tout le monde ne vous respecte pas et ne vous apprécie pas non plus']
[' la vie n'a jamais été parfaite et ne le sera jamais', ' la vie n'a jamais été parfaite et ne le sera jamais']
[' la vie n'a jamais été parfaite et ne le sera jamais', ' la vie a toujours été parfaite et le sera toujours']
[" juste génial une autre matinée en ' retard pour les cours ' ça continue de s'améliorer", " si mauvais une autre matinée en ' retard pour les cours ' ça continue d'empirer"]
[" juste génial une autre matinée en ' retard pour les cours ' ça continue de s'améliorer", " juste horrible une autre matinée en ' retard pour les cours ' ça continue d'empirer"]
[" juste génial une autre matinée en ' retard pour les cours ' ça continue de s'améliorer", ' oh non je suis en retard pour les cours encore ce matin ça continue d'empirer']
[" je suis quasiment sûr que le ciel ne va pas tomber mesdames tenez le coup", " je ne suis pas si sûr que le ciel ne va pas tomber mesdames tenez le coup"]
[" je suis quasiment sûr que le ciel ne va pas tomber mesdames tenez le coup", " je suis quasiment sûr que le ciel va tomber mesdames pas besoin de continuer"]
[" je suis quasiment sûr que le ciel ne va pas tomber mesdames tenez le coup", ' je suis quasiment sûr que le ciel va tomber mesdames soyez patientes']
[" je suis quasiment sûr que le ciel ne va pas tomber mesdames tenez le coup", ' relax mesdames le ciel ne va pas tomber']
[" bonne chose que paxson n'ait pas échangé deng contre harrison barnes", " mauvaise chose que paxson n'ait pas échangé deng contre harrison barnes"]
[" bonne chose que paxson n'ait pas échangé deng contre harrison barnes", " vraiment dommage que paxson n'ait pas échangé deng contre harrison barnes"]
[" je dois travailler le jour de la fête des mères ça devrait être amusant", " je dois travailler le jour de la fête des mères tellement embêtant"]
[" je dois travailler le jour de la fête des mères ça devrait être amusant", " je dois travailler le jour de la fête des mères ça devrait être barbant"]
[" je dois travailler le jour de la fête des mères ça devrait être amusant", " ça va être tellement barbant de travailler le jour de la fête des mères"]
[" je dois travailler le jour de la fête des mères ça devrait être amusant", " je dois travailler le jour de la fête des mères pas amusant du tout"]
[" allez blessons-nous émotionnellement l'un l'autre appelons ça l'amour", " allez blessons-nous émotionnellement l'un l'autre appelons ça la haine"]
[" allez blessons-nous émotionnellement l'un l'autre appelons ça l'amour", " allez ne nous blessons pas émotionnellement l'un l'autre appelons ça la haine"]
[" allez blessons-nous émotionnellement l'un l'autre appelons ça l'amour", ' ne prétendons pas nous aimer et finir par nous blesser émotionnellement l'un l'autre']
[' trainor n’entraîne pas seulement les bons musiciens vers le bas elle entraîne aussi les bons instruments quelle réussite', ' trainor n’entraîne pas seulement les bons musiciens vers le bas elle entraîne aussi les bons instruments donc pas si important']
[' trainor n’entraîne pas seulement les bons musiciens vers le bas elle entraîne aussi les bons instruments quelle réussite', ' trainor n’entraîne pas seulement les bons musiciens vers le bas elle entraîne aussi les bons instruments quelle faible prestation']
[' ne pas être à l'école pendant deux jours et revenir aujourd'hui cet endroit m'a vraiment manqué mdr', ' ne pas être à l'école pendant deux jours et revenir aujourd'hui ça me fait vraiment détester cet endroit']
[' ne pas être à l'école pendant deux jours et revenir aujourd'hui cet endroit m'a vraiment manqué mdr', " l'école ne m'a pas manqué"]
[' ne pas être à l'école pendant deux jours et revenir aujourd'hui cet endroit m'a vraiment manqué mdr', ' ne pas être à l'école pendant deux jours et revenir aujourd'hui ça me fait vraiment détester cet endroit']
[' ne pas être à l'école pendant deux jours et revenir aujourd'hui cet endroit m'a vraiment manqué mdr', ' deux jours sans venir à l'école ça ne m'a pas manqué']
[" bon dieu qu'est-ce que je suis excité de travailler tout le week-end quand il est censé faire 20 c", " bon dieu qu'est-ce que je ne suis pas content de travailler tout le week-end quand il est censé faire 20 c"]
[" bon dieu qu'est-ce que je suis excité de travailler tout le week-end quand il est censé faire 20 c", " bon dieu qu'est-ce que je suis agacé de travailler tout le week-end quand il est censé faire 20 c"]
[" bon dieu qu'est-ce que je suis excité de travailler tout le week-end quand il est censé faire 20 c", " bon dieu je n'ai pas hâte de travailler tout le week-end quand il est censé faire 20 c"]
[' je pense que ted cruz a perdu pcq après qu'il l'a nommée comme son vice-président et l'a jetée hors de scène hahaha', ' je pense que ted cruz a perdu pcq après qu'il l'a nommée comme son vice-président et l'a négligée']
[" quand vous êtes déjà au travail et qu'il n'est même pas 7 les réunions c'est ce que je préfère ?", " quand vous êtes déjà au travail et qu'il n'est même pas 7 les réunions ce n'est pas ce que je préfère"]
[" quand vous êtes déjà au travail et qu'il n'est même pas 7 les réunions c'est ce que je préfère ?", ' déteste aller tôt à des réunions']
